gene	NN3_S1	NN3_S2	NN3_S3	NN9_S4	NN9_S5	NN9_S6
23122	0	0	0	0	0	0
23132	0	0	0	0	0	0
23143	77	88	84	60	148	135
23147	291	357	423	346	792	648
23150	963	1174	1428	956	2686	2105
23151	1	0	0	0	0	3
23153	0	6	6	6	8	6
23156	215	217	276	230	595	423
23159	0	0	2	2	2	1
23169	1203	1300	1503	1169	2855	2544
23170	97	146	184	118	303	275
23175	2298	3337	3245	2674	6458	5041
23176	0	0	0	0	0	0
23186	111	141	183	136	362	274
23191	159	193	177	167	388	275
23192	238	480	548	290	621	349
23206	26	30	31	21	55	47
23210	0	0	0	0	0	0
23224	17	56	42	20	63	87
23232	55	69	67	53	125	121
23235	36	40	48	35	79	68
23236	1193	1303	1457	1365	3609	2945
23243	1	6	3	5	2	3
23247	0	0	0	0	2	1
23249	16	35	28	22	55	46
23259	47	41	73	31	69	72
23262	37	75	57	49	107	103
23266	110	150	108	123	224	215
23267	5	3	1	13	25	12
23272	79	97	120	81	236	136
23274	0	0	1	0	0	5
23277	219	350	342	289	628	491
23279	0	1	1	0	1	1
23284	100	117	130	119	324	231
23286	40	50	46	47	119	86
23307	579	674	718	597	1598	1218
23328	343	445	364	379	794	758
23330	60	64	77	61	191	121
23336	22	42	44	29	127	90
23341	4	6	11	5	18	15
23345	48	53	88	67	125	121
23348	35	40	43	37	106	76
23349	0	2	1	0	3	5
23350	1	0	1	0	0	0
23353	1531	1986	2019	1672	4488	3897
23367	50	63	88	51	168	132
23391	20	18	29	26	67	66
23393	4	8	7	5	13	8
23403	0	2	1	0	2	0
23411	14	12	14	11	20	21
23439	0	1	1	0	3	0
23452	443	602	675	510	1242	939
23456	3424	4302	4805	4361	10442	8547
23460	523	748	750	634	1759	1352
23467	0	0	0	0	1	0
23473	965	914	1221	879	1976	1688
23484	10	21	9	16	21	32
23495	719	949	1033	893	2107	1754
23505	1	6	8	4	5	10
23571	55	65	72	86	172	137
23572	271	358	406	323	866	713
23577	0	0	1	0	0	0
23707	158	187	232	174	461	368
23723	214	267	314	238	626	471
23755	34	43	35	36	119	75
23764	135	180	191	123	362	281
23781	2	1	5	8	7	10
23791	53	71	79	72	196	132
23795	218	262	377	254	575	320
23800	141	251	331	188	486	268
23802	0	0	0	0	1	0
23805	719	800	776	577	1471	1518
23806	36	30	44	35	75	53
23809	286	349	417	315	715	618
23826	60	75	77	67	171	152
23827	306	410	426	332	758	691
23828	1	3	3	2	12	6
23829	1	1	2	0	3	2
23830	270	343	443	295	658	601
23832	170	218	209	197	502	370
23845	299	279	481	272	720	607
23852	202	267	304	241	563	485
23861	73	84	86	82	184	160
23868	572	565	764	512	1488	1248
23873	5	10	10	7	26	11
23882	3	10	11	5	23	15
23883	175	209	215	185	438	341
23885	23	29	38	27	62	56
23886	69	230	240	159	633	386
23892	20	37	45	30	88	61
23902	0	0	0	0	0	0
23903	3	1	2	3	8	3
23904	308	487	435	372	825	732
23905	9	18	17	12	60	60
23906	0	0	0	1	0	0
23908	20	26	24	27	57	41
23909	357	473	511	347	927	731
23911	31	58	62	45	87	94
23912	291	348	351	285	762	580
23913	975	1661	1853	1544	3638	2731
23914	1	0	0	1	0	0
23915	752	1012	1002	792	2097	1884
23918	11	19	21	21	38	38
23919	16	27	35	21	63	40
23921	271	324	414	292	773	539
23923	280	315	422	309	834	706
23926	0	0	0	0	0	0
23927	668	794	752	625	1302	1204
23931	0	2	0	3	5	3
23932	323	422	483	417	966	722
23935	9	8	15	4	23	17
23938	183	226	220	211	451	386
23939	57	72	89	72	156	132
23940	1	0	3	0	3	3
23942	99	139	135	97	235	193
23943	1	0	0	0	0	0
23944	11273	14929	15784	11247	28022	25163
23945	5	6	7	10	11	4
23947	14	27	27	10	51	50
23949	8	12	13	20	35	40
23951	461	656	564	502	1184	919
23952	392	500	519	395	933	866
23953	36	36	38	29	71	60
23959	37	79	80	80	192	120
23960	1305	1585	1942	1639	4184	3170
23961	189	244	314	240	694	473
23963	7	12	18	3	31	18
23964	0	0	0	0	0	0
23965	623	727	957	669	1891	1505
23966	79	82	123	98	295	224
23967	226	321	309	217	587	534
23968	14	16	8	5	8	8
23971	68	108	110	72	209	174
23972	50	49	58	42	124	103
23973	363	468	588	438	1026	999
23977	609	672	805	623	1483	1278
23978	0	1	0	0	1	2
23979	1	5	4	3	3	5
23980	103	123	181	102	312	257
23982	1	3	1	0	3	2
23987	0	0	1	0	0	0
23988	208	221	264	187	448	395
23990	42	71	61	41	106	121
23991	243	351	316	269	581	555
23992	47	86	107	101	217	185
23993	0	0	0	0	2	3
23994	107	160	183	154	326	252
23995	0	0	0	0	0	0
23999	21	32	22	24	53	53
24002	508	641	675	564	1330	1123
24006	248	275	285	208	544	458
24007	78	114	90	90	222	149
24008	138	179	206	174	389	367
24011	3	1	9	6	8	10
24012	2107	2783	3426	2570	6317	5286
24013	44	53	58	56	98	129
24014	8	6	9	11	44	29
24018	89	103	152	116	320	248
24019	58	63	80	76	172	159
24026	320	483	610	438	1234	862
24027	1	0	0	1	4	6
24030	428	593	717	547	1272	1125
24032	1	0	0	0	0	0
24033	15	23	18	26	54	46
24034	0	0	0	0	1	0
24036	27	29	41	34	71	51
24037	143	169	169	147	383	331
24038	294	437	449	335	939	736
24039	209	302	347	172	523	458
24041	0	0	2	4	3	6
24042	71	101	122	157	699	582
24043	5	3	2	1	5	7
24045	611	751	820	605	1586	1201
24048	96	150	146	136	350	300
24049	24	38	35	22	48	57
24050	290	346	365	247	592	618
24052	675	822	958	806	2057	1752
24053	18	37	34	23	54	55
24054	322	329	437	361	858	631
24055	45	106	77	65	131	123
24056	1	4	1	2	4	2
24059	423	524	591	474	1249	1118
24063	292	328	401	318	856	695
24064	137	150	170	146	327	260
24065	927	1289	1700	1101	2933	2260
24066	17	62	75	53	164	115
24067	115	141	193	144	364	283
24068	444	583	577	465	1119	931
24069	80	83	123	75	211	142
24070	146	194	217	156	450	363
24072	233	326	397	265	713	521
24073	1220	1149	1840	1173	2772	2452
24074	980	1069	1306	1005	2664	2353
24076	37	50	44	55	148	115
24077	332	353	472	297	814	687
24078	122	137	174	161	370	339
24079	58	60	67	56	131	109
24081	301	416	490	392	1005	784
24082	224	305	321	267	689	535
24083	5372	5799	7834	5998	16108	12769
24084	57	78	80	70	232	191
24085	168	154	203	130	406	356
24087	1	29	16	11	41	40
24091	758	985	1040	825	2197	1770
24095	416	495	550	446	1163	928
24096	474	575	627	535	1391	1223
24097	736	896	1144	855	2219	1605
24098	191	235	302	248	650	527
24099	709	988	1049	867	2421	1793
24101	138	200	261	187	436	381
24104	918	1281	1451	1078	2765	2307
24105	0	0	0	0	0	0
24107	0	0	2	3	4	3
24109	2723	3204	4239	2997	7664	6495
24112	728	886	1292	840	2144	1488
24114	1	0	0	0	1	3
24118	36	59	76	53	132	83
24120	574	669	747	573	1628	1397
24121	82	157	123	139	386	352
24122	967	1102	1617	1035	2750	2206
24124	0	0	0	1	4	0
24125	0	0	0	0	0	0
24127	3177	3236	4186	3271	8198	7091
24128	0	0	0	0	0	0
24130	603	771	931	575	1434	1426
24131	1	0	1	1	4	4
24132	75	126	117	86	260	193
24134	0	1	0	0	4	0
24135	66	72	82	75	214	158
24136	19	32	33	10	29	17
24137	174	231	232	195	437	362
24140	814	1156	1327	975	2435	2181
24142	243	323	420	312	795	609
24143	270	330	321	263	739	548
24145	43	83	86	72	165	115
24146	246	317	380	338	874	672
24150	409	549	577	556	1307	1020
24151	191	273	306	236	559	465
24154	0	0	0	1	0	2
24155	0	0	0	0	1	0
24158	483	613	667	546	1513	1099
24160	206	315	338	258	690	645
24163	3110	3597	4361	3300	7805	7108
24164	2	1	10	9	17	23
24165	31	36	40	33	97	70
24168	25	72	59	62	141	122
24169	223	242	297	239	508	475
24170	174	215	229	176	385	352
24172	31	14	40	27	58	50
24174	40	50	69	51	147	100
24175	4	4	3	2	3	9
24176	268	356	312	205	500	415
24177	17	19	18	27	39	31
24180	88	122	163	132	264	246
24181	176	283	307	207	549	474
24182	153	219	267	222	547	438
24184	1	4	1	2	2	1
24186	202	324	247	219	402	402
24188	944	1095	1272	1042	2424	1900
24190	134	123	178	262	1138	855
24191	88	123	152	108	245	200
24193	277	293	313	309	684	597
24194	180	272	266	181	430	337
24197	81	155	133	98	282	233
24201	463	602	670	499	1265	1137
24206	12	27	18	17	51	40
24207	0	0	0	1	1	0
24208	299	384	399	346	826	681
24209	3	2	1	4	4	5
24210	1	3	1	4	8	3
24211	80	69	74	98	158	151
24212	434	601	621	521	1226	1027
24213	1835	2656	2521	1978	5086	4000
24215	1	0	0	1	8	8
24217	65	67	65	70	123	105
24218	198	236	255	231	646	430
24219	202	251	278	199	626	524
24220	474	636	643	523	1255	1094
24222	360	483	571	445	1294	983
24223	0	0	0	0	0	2
24227	2	3	15	13	26	15
24228	24	35	46	32	65	49
24231	466	509	596	518	1342	1012
24232	24	53	63	29	113	78
24234	170	193	239	236	522	430
24235	13	13	17	11	33	32
24236	52	90	122	58	139	120
24238	503	680	858	585	1621	1242
24240	258	327	408	324	698	622
24241	474	509	672	470	1225	970
24242	682	796	877	717	2032	1647
24245	340	506	496	432	1174	917
24246	22	32	46	23	83	64
24247	69	84	72	49	144	116
24248	510	784	898	654	1758	1373
24251	111	90	154	116	269	235
24253	108	141	157	126	334	306
24254	2	0	0	0	0	0
24256	33	40	47	27	60	30
24258	84	109	110	107	303	218
24259	630	787	868	784	2105	1568
24260	280	326	362	278	626	622
24261	1404	1267	1723	1483	3853	2923
24266	0	0	1	0	0	3
24268	2828	3688	3712	2963	8081	6706
24269	403	460	571	492	1142	988
24270	346	563	687	404	1080	745
24271	708	920	1084	819	2131	1634
24273	75	89	105	65	217	194
24276	236	338	381	298	676	481
24277	1420	1802	2146	1550	3693	3270
24283	660	859	1060	817	2180	1618
24286	880	941	1262	1061	2795	2102
24287	258	402	417	328	928	700
24290	215	318	351	256	764	479
24292	48	71	65	61	138	111
24293	110	131	177	157	336	240
24294	435	448	716	448	1205	996
24295	1	2	3	0	1	2
24298	969	1034	1489	905	2513	1781
24299	140	157	166	125	290	227
24300	20	27	31	11	29	38
24301	8	17	15	12	22	19
24302	941	1290	1766	1055	2734	1888
24304	575	762	775	565	1572	1344
24306	1	1	0	1	2	0
24308	135	209	199	138	348	342
24309	251	301	352	234	674	562
24312	61	66	88	58	146	123
24313	0	0	0	0	0	0
24317	86	118	99	92	176	141
24319	467	625	619	477	1177	1015
24325	167	218	216	180	412	359
24327	484	672	677	559	1334	1136
24330	189	261	307	202	625	544
24331	4	11	10	3	9	6
24334	1	4	5	2	8	7
24335	1186	1658	1733	1333	3956	3150
24338	12	23	26	30	55	47
24339	38	85	67	62	153	146
24346	280	390	480	360	1021	847
24347	336	425	463	298	921	657
24349	22	34	33	28	71	63
24350	754	950	1112	801	2036	1575
24352	22	26	42	26	76	61
24353	2	3	0	0	1	2
24354	0	0	1	0	1	2
24357	96	113	160	110	283	256
24359	1675	2158	2341	1996	5296	4352
24360	641	815	919	714	1976	1624
24365	0	0	0	1	1	0
24366	1	0	0	0	1	0
24369	111	140	157	126	365	257
24370	357	451	574	408	1027	766
24371	7	10	1	1	3	14
24378	68	68	124	95	213	174
24379	1	0	2	1	3	0
24381	1535	2102	2097	1613	4268	3761
24382	207	257	344	246	630	581
24383	280	316	429	299	837	621
24384	284	319	408	282	758	554
24387	447	558	565	411	1118	978
24388	0	0	0	0	0	0
24391	0	0	0	1	0	0
24392	996	1273	1257	1018	2442	2154
24393	2468	2937	3362	2726	6505	5658
24395	49	83	106	63	152	155
24397	31	24	46	35	98	71
24399	3	2	0	6	2	2
24400	410	461	546	403	1016	842
24401	0	0	0	2	1	1
24402	1	0	1	0	3	2
24403	2959	4163	3737	3153	8029	6774
24404	373	475	592	460	1246	941
24406	0	0	0	0	0	0
24409	0	0	0	0	2	2
24410	192	248	263	226	602	476
24411	823	1272	1591	1028	3047	2141
24413	419	566	653	480	1194	1016
24414	145	182	207	172	484	408
24420	40	81	90	55	144	118
24421	38	43	73	43	104	92
24422	144	186	207	129	359	292
24423	1568	1561	1943	1646	4346	3413
24424	149	263	256	219	597	444
24425	1867	2047	2238	1982	5403	4080
24426	283	399	297	292	741	598
24427	115	135	138	94	335	214
24429	991	1335	1252	1015	2677	2349
24430	5	8	5	6	15	20
24431	592	719	1008	765	1802	1351
24436	47	79	83	62	169	144
24437	19	17	21	13	34	36
24440	3	6	6	0	3	4
24442	221	276	285	235	509	459
24446	72	81	94	88	187	155
24451	79	81	102	53	214	164
24454	594	754	915	649	1736	1390
24457	132	142	139	116	311	268
24459	3	9	1	2	2	8
24462	4623	5136	6368	4660	11934	10043
24471	0	0	0	0	0	0
24472	571	549	842	604	1643	1253
24474	930	1133	1188	1007	2838	2181
24477	70	68	88	53	174	133
24479	1861	1792	2442	2128	5502	4173
24480	162	215	228	195	498	383
24481	0	1	0	2	0	0
24483	553	609	882	677	1540	1231
24485	0	0	1	0	3	3
24486	47	84	84	68	206	172
24487	300	371	352	322	844	629
24491	294	358	428	312	729	589
24493	391	451	548	448	1043	832
24497	0	0	0	1	0	0
24498	610	743	846	553	1483	1249
24500	803	925	1029	858	2314	1995
24501	523	536	628	409	1014	859
24502	474	586	690	521	1520	1215
24505	15	29	18	22	53	46
24507	387	487	516	430	977	749
24511	387	358	476	434	1026	759
24512	0	0	1	0	3	2
24513	220	324	392	246	720	553
24515	225	314	459	302	749	564
24516	335	493	498	461	1329	946
24517	194	127	123	186	433	330
24518	0	0	0	1	0	1
24519	0	0	0	1	2	0
24521	7	18	18	12	50	33
24524	749	944	1306	914	2513	1776
24525	8	13	18	7	19	20
24526	35	63	54	52	127	114
24527	572	667	735	617	1506	1241
24528	64	90	112	86	181	149
24529	2	8	1	1	10	7
24530	203	314	353	273	761	563
24533	1020	1289	1475	1133	2930	2185
24534	17	37	36	29	62	38
24535	78	118	150	127	252	191
24537	100	123	151	113	291	170
24538	9	16	33	18	30	26
24539	252	293	311	189	480	319
24542	99	106	132	94	238	166
24544	121	141	216	132	371	317
24546	0	0	0	0	0	0
24548	358	368	521	335	1117	939
24552	1	3	1	4	8	1
24553	0	2	0	2	7	4
24556	135	143	177	139	362	299
24558	295	380	509	327	772	648
24560	260	355	353	293	624	503
24561	157	231	242	187	485	419
24563	284	288	375	309	706	657
24565	37	32	42	23	77	61
24566	551	598	752	523	1410	1209
24570	149	210	175	168	440	394
24575	1	0	1	0	2	0
24576	1398	1810	1960	1678	4350	3473
24578	2	4	1	1	5	3
24579	108	129	168	107	231	221
24580	167	205	249	175	492	365
24581	1183	1340	1724	1389	3605	2812
24583	439	628	665	528	1521	1155
24587	1615	1997	2236	1858	4464	3734
24588	382	497	590	416	1180	898
24589	1120	1397	1891	1314	3243	2449
24590	54	77	53	46	112	88
24592	76	71	98	81	199	136
24593	201	265	272	239	584	471
24594	132	135	151	137	309	248
24597	465	669	660	578	1489	1212
24598	78	69	77	46	154	148
24600	5	3	2	0	2	4
24601	95	127	193	106	323	215
24603	660	857	1091	828	2114	1684
24604	192	272	298	207	592	466
24608	534	751	963	686	1975	1562
24610	6	14	6	5	14	16
24613	123	155	165	137	308	247
24614	477	548	619	535	1360	966
24617	23766	35035	46462	27850	78226	64107
24619	0	0	0	0	0	0
24620	146	203	243	143	391	328
24621	619	869	1127	664	1829	1543
24622	316	421	487	368	781	700
24639	2078	2500	3182	2160	6124	5114
24640	612	938	1012	824	2232	1703
24642	322	393	455	366	819	636
24644	261	395	391	367	914	707
24645	75	95	95	62	152	135
24646	190	302	301	246	687	515
24647	100	84	77	97	238	162
24650	21	47	19	4	24	38
24654	1067	1362	1682	1308	3264	2460
24659	8	10	5	7	17	13
24660	74	96	108	78	164	151
24661	10368	17388	16578	14499	37943	29191
24663	57	93	102	51	153	140
24664	180	204	219	200	454	397
24665	577	880	882	684	1689	1406
24666	56	82	86	58	127	128
24667	27	31	41	21	72	61
24668	258	356	368	301	740	609
24669	1	0	0	0	2	1
24670	4	3	4	6	8	6
24672	0	2	2	2	4	1
24673	0	0	0	0	0	0
24675	1	0	1	1	0	0
24677	1	4	8	4	11	17
24678	0	0	0	0	0	2
24679	2	7	12	10	8	7
24680	0	1	0	0	0	0
24681	1	0	0	0	0	0
24682	0	0	0	0	0	0
24683	124	156	165	148	426	305
24687	472	577	681	465	1164	984
24691	19	5	18	14	33	28
24695	829	1067	1208	1001	2688	1987
24696	6	9	9	10	34	19
24697	6	7	10	5	26	16
24712	329	397	511	405	1032	849
24713	125	118	155	102	253	217
24725	73	113	156	103	301	228
24727	2	10	6	1	16	10
24730	0	1	0	0	0	0
24731	0	0	1	0	0	1
24732	58	70	68	49	153	133
24734	0	0	0	1	0	0
24735	1073	1464	1644	1354	3461	2832
24736	787	957	953	763	1843	1592
24737	12	20	7	14	25	21
24740	1684	2135	2393	1748	4434	3867
24742	67	83	113	88	236	178
24743	1921	2847	3467	2598	6421	4704
24747	5	0	4	3	4	3
24749	1	0	0	1	0	0
24750	975	1203	1407	1146	3202	2465
24754	116	121	157	87	252	200
24757	0	0	0	0	0	0
24758	7919	10394	11945	9358	24096	20183
24759	262	339	418	297	808	581
24764	218	230	310	201	520	466
24767	1076	1482	1762	1145	3090	2762
24769	42	69	70	55	129	100
24770	0	0	0	0	1	0
24771	0	2	0	0	0	0
24772	273	510	519	407	1131	785
24773	279	343	383	276	670	586
24774	0	3	0	0	0	0
24776	104	136	133	107	263	223
24777	665	919	796	730	1679	1569
24778	11	19	15	16	44	30
24780	915	1068	1351	1048	2852	2168
24781	121	192	164	128	338	238
24782	412	632	715	495	1340	980
24784	0	0	0	0	0	0
24785	101	136	157	118	309	223
24787	169	204	228	176	461	364
24789	288	342	419	319	814	679
24790	46	70	63	58	120	81
24791	0	1	3	1	0	0
24792	125	202	179	148	326	273
24793	69	148	189	49	171	55
24795	4	6	12	14	8	11
24797	367	394	480	337	822	829
24798	63	72	61	65	128	125
24799	100	140	132	106	250	175
24800	58	77	92	73	189	132
24803	1	0	1	1	0	0
24805	49	51	65	54	113	75
24806	0	0	0	0	0	0
24807	243	321	301	258	666	582
24810	242	381	549	516	1401	1153
24811	1044	1379	1861	1206	3483	2571
24812	187	313	244	187	508	463
24816	116	172	170	132	334	309
24817	332	410	442	375	973	663
24818	14	24	34	18	65	58
24824	50	59	67	55	119	95
24826	262	380	417	279	641	540
24827	270	384	501	300	791	696
24829	86	140	117	132	263	196
24830	173	238	253	189	416	367
24831	68	83	98	76	184	151
24833	34	43	64	40	96	94
24835	362	506	570	465	1102	1034
24837	0	0	0	0	0	0
24841	165	218	233	186	496	402
24842	0	0	1	0	0	0
24843	380	528	465	383	989	767
24844	194	292	293	226	619	484
24845	114	166	168	119	363	307
24846	9	13	11	18	23	25
24847	382	487	561	429	1103	938
24851	1030	1194	1270	1008	2546	2361
24853	1652	2264	2400	1803	4485	3976
24854	19	27	22	22	47	58
24855	524	579	644	524	1151	1165
24856	57	83	103	84	223	164
24857	0	0	0	0	0	0
24862	1289	1702	1670	1377	3235	2887
24863	0	0	0	1	1	0
24866	5	9	3	4	20	12
24867	268	358	435	323	896	611
24868	0	1	0	0	0	1
24869	33	42	44	33	82	85
24870	792	929	1171	874	2376	1932
24871	15	29	34	22	59	50
24873	2041	2977	2968	2034	5434	4248
24875	55	79	89	54	157	135
24878	77	112	120	97	253	163
24883	550	712	790	601	1445	1120
24885	15	31	38	31	71	64
24887	78	72	104	82	255	195
24889	73	129	133	88	226	204
24891	66	89	114	77	192	173
24892	463	544	600	419	1078	945
24896	309	439	514	343	1091	889
24897	1319	1549	1506	1265	3135	2628
24899	105	162	206	151	345	311
24900	187	293	281	184	508	408
24901	89	75	103	95	195	197
24902	256	340	368	299	802	621
24903	1	1	1	0	6	2
24905	1	2	1	0	1	1
24906	110	144	155	133	254	218
24907	1	1	2	1	7	0
24908	581	708	950	731	1785	1359
24909	60	87	60	63	120	118
24910	1	1	2	0	2	1
24911	217	290	314	248	660	534
24912	0	0	0	0	5	3
24913	52	74	81	48	147	121
24914	748	1055	1208	911	2500	2008
24921	1260	1568	1924	1488	3861	2988
24922	0	0	0	0	0	0
24924	674	799	1045	767	1956	1475
24925	53	82	64	62	168	112
24926	330	415	421	330	927	765
24927	111	166	134	108	350	287
24935	1363	1522	1974	1378	3656	2964
24936	0	1	1	0	1	0
24937	114	120	150	112	266	229
24939	112	158	153	107	277	239
24940	128	176	153	130	320	260
24941	339	472	492	421	1029	825
24942	144	195	216	150	406	373
24943	209	274	314	247	570	472
24944	215	244	297	213	609	520
24947	351	438	533	370	899	697
24948	464	610	552	487	1085	990
24949	779	1035	1053	877	2250	1920
24952	221	312	324	250	624	581
24953	940	1266	1446	1149	2834	2350
24955	237	291	291	253	609	483
24957	24	62	58	34	88	99
24958	594	794	746	582	1410	1239
24959	120	146	151	143	355	289
24960	112	174	184	114	337	295
24962	253	407	326	285	740	607
24963	49	107	97	87	188	152
24965	27	38	35	30	79	58
24966	1038	1180	1249	949	2403	1972
24968	44	95	116	79	220	157
24969	587	691	813	655	1518	1236
24970	171	208	208	139	365	311
24972	2	4	0	2	4	3
24973	0	1	0	2	1	0
24974	430	584	729	562	1469	991
24975	546	696	834	586	1617	1226
24976	437	456	554	408	1127	893
24978	358	500	556	332	928	743
24979	0	1	0	0	1	1
24981	513	641	746	565	1409	1194
24982	156	214	232	175	433	316
24983	317	489	544	423	1174	935
24985	19	31	36	39	79	61
24986	6	14	13	5	24	25
24987	2	4	1	3	6	5
24989	3	4	2	2	1	3
24990	70	80	92	80	165	146
24991	1375	1712	1965	1538	4218	3308
24992	0	3	3	2	6	3
24993	211	256	338	293	693	554
24997	372	418	536	470	1109	814
24998	72	98	133	109	271	224
24999	131	141	184	117	246	216
25001	9	14	8	9	34	35
25002	0	0	0	0	0	0
25006	1017	1311	1702	1140	3066	2603
25007	141	178	202	162	296	306
25008	163	203	220	167	406	337
25010	64	64	76	53	180	116
25013	4	2	3	1	9	6
25014	0	0	1	0	0	0
25016	1295	1566	1896	1604	4235	3214
25017	9	13	20	20	28	24
25019	38	31	57	38	62	55
25020	1081	1550	1824	1194	3001	2725
25024	162	217	243	186	553	386
25025	317	522	597	457	1171	882
25026	933	1303	1612	1071	2904	2219
25027	305	405	411	280	942	784
25034	348	459	451	322	911	763
25035	519	703	665	529	1529	1190
25036	54	65	66	54	139	116
25037	233	314	378	317	827	662
25038	8	17	17	13	31	24
25040	232	272	336	320	766	568
25041	457	517	629	546	1310	1094
25044	1	1	3	1	4	1
25047	217	274	301	213	494	444
25049	39	50	71	38	117	81
25050	103	154	147	103	286	187
25056	0	0	0	0	0	0
25058	0	6	4	3	5	4
25060	803	942	1252	923	2635	2120
25064	1	1	1	0	0	2
25066	557	762	838	692	1813	1365
25068	173	321	263	210	513	430
25069	5	7	5	11	15	16
25076	13	26	18	15	35	25
25077	49	61	71	57	133	106
25078	51	64	108	49	184	136
25081	4	13	6	4	15	16
25082	1	0	0	0	0	1
25083	67	82	124	68	141	133
25085	705	1002	1088	858	2110	1720
25086	187	231	275	193	523	396
25089	372	408	567	457	1212	1024
25090	0	0	0	1	2	0
25091	0	0	0	0	5	3
25092	2340	2530	3092	2484	6285	5575
25094	3	7	19	10	37	25
25102	49	63	73	68	153	116
25103	550	742	858	667	1816	1431
25104	753	943	1081	936	2467	1865
25105	0	0	0	0	0	0
25127	1	1	2	1	1	3
25128	294	561	681	463	1327	824
25129	0	0	0	0	0	0
25130	769	976	984	838	2075	1697
25132	1459	1819	1968	1458	3559	3151
25133	209	251	290	227	517	438
25134	90	104	119	117	264	224
25135	179	237	269	218	501	433
25137	423	582	623	470	1167	1018
25138	199	230	281	205	443	385
25139	897	1198	1396	1051	2724	2251
25140	5	8	9	3	11	12
25141	20	38	28	27	56	46
25142	179	256	232	203	512	440
25144	35	40	68	45	87	72
25145	333	425	439	289	778	630
25147	110	164	196	154	418	336
25150	1	6	10	5	6	6
25151	4088	4907	5677	4499	11045	9474
25153	1670	2009	2129	1721	4233	3996
25154	20	23	43	23	77	39
25155	199	229	278	169	453	397
25156	156	176	230	181	496	380
25157	210	224	293	162	498	400
25158	334	456	463	367	837	728
25159	267	338	419	271	662	540
25161	18	28	18	17	29	22
25162	1001	1183	1475	1058	2772	2242
25163	3	4	0	2	2	4
25165	0	0	0	0	0	0
25169	31	37	38	37	74	55
25170	187	277	367	227	693	497
25171	65	54	83	60	160	135
25172	0	0	2	4	0	2
25173	301	488	563	499	1320	919
25175	144	187	209	157	373	281
25176	2	10	9	6	30	14
25178	515	619	716	561	1390	1231
25184	110	112	144	150	340	254
25185	0	0	0	1	1	2
25188	94	107	84	63	174	158
25189	781	1088	1195	919	2304	1792
25190	2406	2820	3225	2592	5914	5385
25192	84	87	115	90	178	187
25193	28	36	46	28	105	55
25194	1	4	4	2	4	3
25195	80	75	111	66	161	129
25196	0	0	0	0	3	2
25197	1	0	0	0	0	0
25198	131	153	239	173	373	316
25199	277	364	327	233	643	481
25200	74	112	150	103	282	232
25202	18	31	14	28	48	39
25203	8747	13018	13844	10405	26479	22528
25204	683	919	828	768	2195	1776
25207	210	208	183	139	348	314
25208	210	238	258	212	550	436
25212	742	923	858	729	1714	1566
25213	6	17	21	17	28	23
25217	850	1048	1330	972	2397	2040
25218	52	79	59	51	129	124
25219	0	0	0	0	0	0
25220	1344	1721	2161	1749	4990	4150
25221	965	1487	1608	1124	3006	2339
25223	501	762	767	673	1674	1371
25224	618	695	784	565	1362	1170
25225	11	12	18	14	41	35
25226	60	92	104	52	213	162
25228	1256	1672	2027	1464	3873	3394
25229	0	0	1	1	0	0
25231	90	138	155	116	305	259
25232	321	481	431	353	815	687
25234	693	890	1012	824	2126	1678
25235	298	468	538	427	1202	901
25236	103	119	115	106	270	206
25237	866	1097	1186	846	2220	1833
25239	69	73	106	72	213	174
25240	603	710	836	667	1493	1248
25241	445	557	777	500	1212	957
25243	0	2	0	0	1	0
25245	203	242	311	257	507	380
25246	205	177	247	174	448	369
25255	96	95	205	103	381	264
25257	1	1	4	2	3	4
25260	133	203	201	156	415	332
25261	2659	2809	4115	2858	6693	6003
25262	637	692	976	670	1697	1301
25264	458	532	728	573	1464	1151
25265	109	142	183	110	286	241
25266	1624	1693	1954	1735	4112	3260
25268	306	302	376	326	830	693
25269	22	34	26	24	59	37
25270	4	23	13	2	3	0
25271	6	3	5	3	9	10
25272	1567	1582	2128	1621	4178	3548
25277	356	537	616	424	1171	870
25278	637	680	841	588	1707	1357
25279	1	0	0	2	2	1
25280	264	257	336	218	533	490
25283	189	273	341	260	792	624
25287	80	116	129	110	314	246
25289	55	70	94	62	148	144
25290	550	848	843	688	1967	1457
25314	815	1056	1471	873	2486	1856
25316	126	213	259	227	630	374
25317	2	3	2	3	4	10
25318	1446	1734	2111	1788	4608	3734
25321	102	143	256	122	360	234
25323	223	228	383	241	577	496
25324	87	123	130	88	240	212
25326	414	473	669	494	1189	920
25329	0	1	0	0	0	0
25330	0	1	0	0	0	1
25332	438	560	654	462	1098	901
25333	0	0	1	0	3	2
25337	346	532	552	454	1161	996
25340	252	309	308	246	561	523
25348	141	246	289	173	555	392
25350	2	20	11	10	20	10
25351	137	189	200	154	402	304
25352	46	80	76	58	156	107
25353	27	45	48	35	85	54
25354	440	554	656	459	1335	987
25355	4	11	14	9	14	16
25357	84	129	166	106	339	228
25358	16	24	26	16	49	41
25359	2	2	3	4	8	4
25362	125	266	257	203	564	435
25364	477	626	693	521	1376	1136
25366	45	102	85	75	135	145
25369	1999	2521	2505	2045	5017	4273
25370	142	263	303	169	506	308
25371	134	154	171	151	406	335
25372	1591	2283	2581	1676	4378	3510
25373	518	633	717	565	1437	1244
25374	291	438	417	338	806	675
25375	1615	1924	1972	1789	4261	3951
