gene	NN3_S1	NN3_S2	NN3_S3	NN9_S4	NN9_S5	NN9_S6
2409	115	127	140	106	287	206
2413	1206	1327	1852	1318	3486	3047
2416	265	322	358	300	823	605
2428	184	255	265	239	539	438
2455	459	584	714	509	1239	1105
2458	124	154	147	120	286	225
2459	98	156	157	127	321	262
2475	317	436	538	426	1117	816
2477	184	328	300	270	666	493
2486	74	85	103	76	176	150
2489	590	784	1253	786	1981	1135
2496	772	1068	1261	840	2104	1971
2500	2	5	4	4	7	5
2504	204	240	278	171	404	427
2524	790	1002	1105	827	2049	1695
2546	697	876	937	723	1908	1687
2550	123	140	194	161	406	330
2565	2	6	6	3	22	15
2578	72	95	116	69	197	125
2580	288	352	394	299	795	568
2588	0	0	0	0	0	0
2602	269	470	528	298	911	736
2603	29	29	37	23	71	68
2608	283	335	353	274	656	559
2617	174	219	299	174	500	404
2625	794	1004	1040	848	1925	1696
2633	13	5	9	6	16	9
2635	68	92	99	90	216	198
2658	432	569	656	503	1303	1092
2660	218	304	334	258	712	575
2661	55	66	69	71	142	107
2668	12	20	14	12	24	30
2679	100	120	160	145	348	212
2688	55	108	163	96	256	164
2699	24	30	27	19	39	51
2718	435	494	611	495	1340	1018
2728	150	225	261	197	533	377
2731	91	114	141	106	308	216
2732	15	26	28	15	59	42
2733	228	341	360	274	707	569
2741	562	705	727	632	1676	1296
2748	900	1160	1342	966	2479	1937
2763	325	424	456	358	826	685
2767	169	223	269	182	473	380
2768	324	438	483	385	967	800
2769	5	0	2	2	14	10
2771	76	56	48	54	105	110
2778	286	430	422	325	898	701
2781	94	136	119	87	230	189
2791	0	0	0	0	0	0
2797	95	108	134	117	279	198
2799	196	227	256	206	569	491
2803	326	390	471	352	927	824
2804	26	30	27	32	75	70
2808	734	1001	1242	899	2536	1989
2812	366	437	476	333	768	689
2814	53	57	77	34	108	94
2820	139	172	191	135	321	239
2825	93	126	119	93	226	147
2831	5	22	16	16	75	52
2833	465	749	682	514	1335	1129
2835	41	42	35	34	84	71
2844	456	587	598	483	1139	1092
2845	54	72	72	53	149	111
2846	111	163	121	142	336	252
2847	6	17	11	11	46	28
2870	39	40	45	38	84	70
2871	164	195	190	143	324	290
2881	187	254	305	192	563	443
2885	62	91	123	52	208	175
2897	75	75	92	69	202	168
2900	211	334	395	250	688	600
2908	107	152	144	124	298	244
2910	64	181	115	97	193	212
2930	3	1	0	0	2	3
2944	13	4	9	13	30	17
2948	562	624	769	628	1423	1199
2949	337	413	391	322	855	707
2957	1792	2319	2464	1898	5013	4601
2963	141	203	183	154	393	348
2968	316	408	377	347	842	708
2980	50	72	102	73	182	185
2981	1074	1321	1471	1141	2728	2359
2983	40	58	55	44	144	164
2984	405	486	487	362	920	771
2985	6796	10960	11435	8860	23391	19709
2996	153	210	260	169	592	422
2997	202	237	286	239	568	368
3031	170	226	269	182	467	351
3032	15	41	54	164	566	546
3033	435	495	585	397	1016	896
3037	216	307	312	264	658	504
3038	89	179	166	146	388	254
3039	436	516	641	584	1460	1119
3051	0	0	0	0	0	1
3062	212	248	324	237	630	542
3068	332	489	525	419	1100	926
3070	49	63	42	33	107	89
3072	897	1236	1094	909	2463	2015
3099	650	856	950	735	1841	1601
3119	222	216	299	188	520	378
3123	49	52	79	52	125	110
3131	1542	1678	2157	1763	4471	3380
3134	120	120	121	97	203	181
3135	191	259	265	248	616	508
3153	1018	1129	1329	1048	2637	2322
3154	207	281	337	256	618	530
3161	281	402	543	351	1047	761
3166	741	908	1235	871	2220	1799
3184	107	137	145	134	266	165
3190	15	9	13	12	24	10
3198	35	38	50	27	100	67
3199	371	510	490	423	1045	826
3200	171	294	303	220	584	421
3206	4	13	7	7	18	16
3208	41	47	63	44	116	112
3226	1121	1201	1808	1171	3281	2299
3227	0	3	1	1	1	0
3228	57	50	76	44	143	110
3233	208	262	254	198	463	406
3234	442	568	619	450	1206	1051
3235	321	406	498	402	1021	775
3269	359	496	498	383	1041	843
3271	53	75	75	57	173	136
3273	797	1055	1141	900	2176	1792
3279	4165	5275	6258	4664	12301	10547
3282	17	19	27	19	65	47
3283	6	22	15	9	38	28
3299	166	295	299	223	546	440
3308	446	571	578	442	1220	1038
3309	8	10	4	6	2	8
3316	883	952	1233	881	2103	1846
3341	1	3	2	3	4	1
3344	432	575	524	440	1117	973
3345	793	1116	1180	889	2507	2062
3346	465	634	592	498	1412	1132
3348	61	82	76	85	161	118
3352	1110	1536	1650	1332	3284	3020
3354	45	41	43	34	86	75
3355	3	5	2	1	6	9
3360	432	480	622	502	1253	1004
3363	3471	4705	5112	3645	8899	8678
3378	1284	1697	1703	1350	3573	3201
3379	2	4	0	0	3	1
3380	519	572	701	595	1515	1207
3382	215	246	327	203	591	420
3402	386	614	654	429	1073	941
3410	1840	2337	2380	1901	4699	3879
3411	448	440	461	432	880	844
3418	20	21	36	22	68	43
3420	98	156	173	101	282	213
3421	225	304	312	243	699	578
3423	139	150	169	150	325	251
3429	567	821	994	737	1999	1502
3435	897	1202	1271	1003	2425	2217
3436	7	14	9	6	19	18
3437	414	639	597	454	1216	1012
3438	123	173	204	138	363	306
3444	31	51	62	46	109	120
3452	308	353	465	359	886	667
3458	386	516	570	374	966	849
3464	506	631	723	544	1466	1118
3469	2679	4223	4906	3484	8747	7296
3476	7	10	22	17	20	17
3477	4	5	19	7	28	27
3484	0	0	1	0	1	0
3500	246	320	302	258	526	475
3518	1103	1442	1629	1145	3182	2743
3526	148	223	268	174	469	379
3527	149	211	214	161	411	334
3528	184	268	213	177	469	397
3531	205	332	305	260	622	588
3534	359	533	480	382	934	853
3541	14	37	38	40	92	73
3545	45	78	107	100	397	302
3546	118	143	135	119	266	255
3549	105	163	195	115	312	271
3555	0	0	0	0	0	0
3559	47	89	89	79	170	123
3573	181	388	377	238	859	715
3575	1184	1591	2087	1548	3911	3111
3581	136	184	215	157	397	292
3585	350	573	640	450	1343	1039
3604	34	53	32	40	112	87
3617	81	178	136	111	309	229
3623	184	236	341	299	775	584
3644	68	108	110	72	204	181
3657	85	144	74	116	289	135
3660	1070	1269	1703	1114	2823	2530
3662	318	487	533	378	1032	756
3665	2	3	0	1	5	4
3680	68	56	68	79	154	142
3721	335	394	458	385	1035	763
3731	810	1008	1148	860	2149	1670
3746	616	482	662	495	1285	1099
3752	53	67	85	52	167	146
3778	420	477	588	407	1018	841
3779	3	0	5	2	7	3
3808	200	263	313	180	531	433
3809	199	243	288	251	579	421
3810	858	942	1052	750	1803	1705
3812	17	29	28	23	68	51
3813	304	460	446	298	807	713
3814	2225	2830	2730	2125	5678	4663
3824	23	23	33	32	102	72
3847	918	975	1342	898	2267	1890
3848	146	208	259	177	464	360
3849	24	28	30	27	87	64
3863	979	1277	1382	1094	2790	2468
3865	157	177	157	113	273	259
3868	149	199	181	169	394	337
3872	235	308	348	243	683	522
3873	204	282	269	209	571	429
3882	4	5	4	6	5	6
3923	216	274	335	255	780	552
3929	45	76	134	109	255	180
3934	922	1020	1367	1181	2758	2315
3948	2276	2924	3307	2486	6795	5296
3949	978	1209	1435	1145	2653	1896
3955	162	230	244	201	497	375
3970	1212	1759	1895	1482	4069	3384
3974	346	402	537	396	908	721
3992	660	679	773	738	1629	1246
4018	28	53	67	46	125	104
4031	606	763	795	608	1573	1753
4032	773	1327	1559	1120	3126	2306
4035	93	186	210	138	412	307
4038	0	0	0	0	0	1
4040	252	377	451	345	873	616
4043	6	15	18	11	24	23
4044	85	152	169	85	282	296
4054	110	163	185	145	386	331
4056	321	397	451	328	737	579
4069	420	569	534	443	971	866
4070	402	581	682	545	1463	1114
4071	1731	2177	2753	1921	4901	3996
4085	55	79	107	73	189	177
4096	338	538	497	436	1128	907
4098	23	49	21	21	74	63
4099	360	388	448	319	672	628
4100	80	113	126	110	288	234
4105	9	28	24	12	43	50
4110	2521	2374	4005	2474	6159	4980
4113	869	946	1085	878	2161	1837
4127	32	63	58	57	121	97
4151	668	477	576	584	1562	1120
4187	3249	4174	4831	3736	9829	8281
4207	8582	11510	11866	9549	22699	20713
4221	310	359	522	362	904	667
4231	5	1	2	2	3	0
4233	40	54	84	40	142	111
4263	902	1025	1094	897	2159	1895
4264	350	492	476	325	976	781
4266	24	31	37	29	83	60
4267	5403	7023	7536	6218	14223	12980
4268	172	228	258	184	556	384
4270	126	152	173	127	312	300
4285	413	533	614	530	1398	1133
4296	0	0	0	0	0	0
4317	30	28	40	25	82	58
4319	1367	1627	2162	1605	4193	3303
4328	45	72	66	49	188	156
4341	0	0	0	0	0	0
4347	95	59	90	81	204	194
4356	272	260	317	216	521	408
4359	0	0	0	1	2	0
4360	643	799	873	698	1639	1274
4364	909	1114	1263	917	2608	2089
4366	1365	1353	1498	1472	3648	3385
4371	0	2	6	3	14	2
4393	241	260	325	234	583	536
4394	418	534	659	450	1132	978
4415	17	25	15	16	28	26
4446	59	90	88	75	223	201
4451	117	143	159	138	351	277
4455	88	122	156	129	349	259
4460	288	417	431	327	1021	772
4462	86	109	136	107	265	217
4473	34	34	35	36	73	63
4500	74	99	96	78	180	129
4508	184	184	229	213	473	488
4530	688	904	1027	767	2000	1747
4535	1032	1225	1428	1190	3219	2470
4540	0	0	0	0	0	0
4542	0	0	0	0	2	0
4552	0	1	0	0	1	1
4558	4014	5905	7435	5407	12692	10492
4561	133	185	191	162	416	326
4562	150	168	204	120	327	289
4565	369	398	443	292	747	676
4567	295	341	364	326	712	668
4568	371	424	499	377	877	771
4591	206	239	311	232	566	450
4609	40	40	63	32	120	97
4610	168	217	243	196	489	399
4612	0	1	0	0	0	1
4626	309	360	353	256	554	553
4630	0	0	0	0	0	1
4631	147	216	232	164	458	333
4633	143	226	207	179	429	360
4637	86	95	96	96	242	207
4642	112	128	133	140	379	246
4651	0	0	1	0	1	3
4654	0	0	0	0	0	0
4655	1	4	1	1	7	4
4661	30	33	48	33	82	71
4665	34	66	45	35	110	120
4667	252	379	399	304	943	674
4668	1	4	2	1	0	0
4677	428	454	477	371	911	734
4698	337	389	441	281	660	549
4707	1	1	2	2	6	3
4709	0	0	0	0	0	0
4730	27	46	43	46	102	86
4748	481	595	595	471	1255	1203
4768	172	245	294	224	506	431
4771	717	808	1062	858	2229	1647
4788	149	199	236	192	453	400
4789	903	1200	1288	971	2359	1929
4791	19	38	45	25	78	54
4798	727	915	1153	814	2101	1685
4814	0	0	0	0	4	1
4815	337	350	396	283	662	644
4837	27	46	41	25	80	64
4842	0	0	0	0	0	0
4843	293	397	369	334	931	704
4846	182	238	267	174	421	416
4849	1279	1444	1652	1350	3389	2941
4864	2	3	2	3	4	6
4865	352	364	485	306	803	608
4880	89	108	141	90	231	185
4885	6	13	12	2	12	19
4891	45	68	107	99	467	426
4892	1543	2138	2183	1607	4042	3738
4894	79	126	157	133	378	344
4895	205	308	308	235	583	537
4896	170	238	254	127	413	335
4897	1004	1382	1456	1189	2925	2377
4902	415	554	480	331	860	823
4929	246	283	342	236	587	504
4931	107	117	125	111	253	224
4933	1079	1560	1543	1222	2934	2672
4934	77	141	131	93	234	165
4936	1512	2188	2847	2180	5934	4355
4937	662	997	970	725	1790	1528
4939	2	0	0	1	1	3
4945	222	280	306	256	671	534
4947	33	43	55	32	100	66
4948	0	1	0	0	2	0
4951	8	12	11	13	28	15
4952	25	30	30	20	51	54
4961	960	1214	1322	1106	2467	2168
4980	2359	3316	3438	2812	7517	5721
4988	0	1	0	0	0	0
4994	82	101	129	81	239	172
4996	65	102	107	74	197	179
5034	2216	2408	2985	2598	6009	4330
5043	38	66	56	50	108	106
5045	2375	2063	2545	2118	4653	4627
5054	93	134	123	105	348	225
5057	19	27	24	10	60	49
5069	294	390	391	263	713	666
5078	291	352	402	353	836	640
5087	25	33	15	26	38	48
5089	20259	25929	34238	22499	60695	47671
5102	232	219	287	231	530	522
5103	1356	1756	2033	1510	3854	3298
5107	22	30	46	25	78	60
5124	5	5	8	5	14	7
5125	718	967	909	767	2262	1935
5131	0	0	1	5	1	2
5142	296	356	397	278	668	617
5148	27	44	33	26	35	34
5150	118	153	194	130	341	267
5161	1096	1354	1553	1325	3297	2537
5198	657	801	854	642	1623	1470
5202	0	1	0	0	0	2
5204	421	559	602	477	1258	937
5220	5	4	5	3	1	2
5225	150	126	178	129	287	202
5232	1	0	0	0	0	0
5233	2	2	6	1	1	6
5237	45	42	49	31	72	77
5251	0	5	2	3	5	5
5262	449	563	692	529	1396	1135
5267	154	153	210	107	265	208
5268	24	34	30	31	87	61
5299	526	657	734	593	1446	1356
5312	1169	1483	1477	1203	3120	2644
5320	0	0	0	0	1	4
5338	2446	3272	3297	2498	6577	6219
5339	0	0	0	0	0	0
5354	611	811	877	699	1795	1460
5357	65	60	62	59	162	161
5360	3968	6209	7510	5143	13331	10524
5362	560	709	922	713	2056	1506
5364	0	1	0	0	1	0
5370	151	155	223	175	414	316
5371	879	1246	1354	1133	2777	2290
5373	25	32	35	14	75	57
5374	174	230	280	204	498	357
5378	156	177	198	137	426	304
5397	35	79	69	34	101	100
5410	30	37	37	24	69	63
5413	21	46	67	49	122	106
5417	1528	1723	2225	1634	4237	3409
5442	922	1072	1304	1041	2511	2185
5447	47	47	41	38	114	103
5465	3	8	19	8	26	14
5469	1186	1611	1601	1234	3113	2760
5470	3	3	7	4	13	12
5481	69	94	142	72	219	197
5483	294	370	412	401	958	734
5493	0	1	1	0	3	1
5501	126	169	210	146	358	320
5503	0	0	0	0	0	0
5505	207	226	299	267	603	450
5506	1690	1947	2647	1883	4512	3436
5510	280	373	397	279	850	653
5514	343	508	477	428	959	897
5533	375	473	690	453	1338	1081
5534	440	493	619	411	1218	1053
5540	0	0	0	0	0	0
5547	0	0	1	0	2	0
5553	4	11	5	12	8	14
5566	738	943	1084	734	1838	1634
5575	639	889	796	694	1729	1466
5580	984	1272	1661	1207	3583	3133
5583	848	1189	1470	971	2362	1569
5609	439	564	595	478	1216	961
5610	4159	5203	6319	4574	12000	8939
5611	9	27	24	18	32	32
5615	230	288	381	262	693	572
5621	228	278	365	226	533	461
5625	599	791	801	692	1836	1536
5628	3	4	2	4	7	4
5640	0	1	0	0	0	3
5649	0	0	0	0	1	0
5656	204	286	331	286	697	544
5667	59	75	75	67	105	112
5672	764	803	809	625	1660	1612
5674	427	491	551	419	965	799
5677	1	0	1	0	2	3
5681	3	7	5	1	8	9
5682	163	206	250	147	373	315
5683	1809	2426	2671	1940	4682	4193
5686	126	165	189	105	311	263
5687	279	352	331	337	861	647
5696	0	1	0	2	0	1
5698	419	593	663	579	1395	1070
5699	120	124	159	119	391	308
5705	0	0	0	0	3	3
5716	247	284	297	290	663	564
5718	19	24	21	19	51	31
5732	260	436	352	317	800	642
5763	2	0	0	0	0	2
5774	183	211	246	158	399	352
5779	614	791	930	710	2140	1580
5800	1	0	0	0	0	0
5802	445	508	669	512	1411	979
5803	24	38	40	35	80	69
5804	154	218	231	175	452	315
5813	303	386	463	351	820	652
5823	134	170	184	146	322	283
5824	0	0	0	0	0	0
5836	0	2	0	0	0	3
5846	345	447	547	442	1368	984
5864	1	3	2	3	3	3
5871	2323	2788	3627	2273	6345	5732
5873	2258	3190	3434	2799	6948	5480
5881	520	659	771	608	1481	1311
5882	327	464	529	446	1170	920
5883	0	0	0	1	0	1
5886	636	694	963	763	1883	1555
5892	4	5	1	6	3	3
5893	897	938	1437	1041	2697	2223
5897	55	101	110	100	192	149
5899	373	477	523	383	875	808
5907	190	203	254	157	468	370
